S_time,W_time,R_time,Processors,id,type,Max_resource,Min_resource,Total_cost
5788528,3,2363,64,14545,2,80,58,151232
5790117,6,1583,512,14546,2,640,461,810496
5790860,3,2364,64,14547,2,80,58,151296
5791537,44637,14312,128,14548,2,160,116,1831936
5791702,6,1642,512,14549,2,640,461,840704
5793205,4,2336,64,14550,2,80,58,149504
5793348,5,1581,512,14551,2,640,461,809472
5794931,5,1764,512,14552,2,640,461,903168
5795523,2,2467,64,14553,2,80,58,157888
5795748,2,3796,128,14554,2,160,116,485888
5796698,5,1608,512,14555,2,640,461,823296
5797969,3,2405,64,14556,2,80,58,153920
5798309,5,1729,512,14557,2,640,461,885248
5798709,2,5830,128,14558,2,160,116,746240
5799549,2,7118,128,14559,2,160,116,911104
5799561,0,35,128,14560,2,160,116,4480
5800041,5,1626,512,14561,2,640,461,832512
5800089,2,1715,64,14562,2,80,58,109760
5800371,3,3615,64,14563,2,80,58,231360
5801670,5,1562,512,14564,2,640,461,799744
5802140,3,3112,64,14565,2,80,58,199168
5802490,2,11326,256,14566,2,320,231,2899456
5803235,5,1636,512,14567,1,512,512,837632
5803528,2,20,32,14568,2,40,29,640
5803657,2,61,32,14569,2,40,29,1952
5803798,2,165,32,14570,2,40,29,5280
5803803,1075,478,512,14571,2,640,461,244736
5803958,3,2963,64,14572,2,80,58,189632
5804090,2,95,32,14573,1,32,32,3040
5804422,5,34,32,14574,2,40,29,1088
5804518,2,7106,128,14575,2,160,116,909568
5804836,3,42,32,14576,2,40,29,1344
5804874,485,1580,512,14577,2,640,461,808960
5805238,3,53,32,14578,2,40,29,1696
5806343,3,392,128,14579,2,160,116,50176
5806519,2,41,32,14580,1,32,32,1312
5806668,4,21,32,14581,2,40,29,672
5806674,3,8553,128,14582,2,160,116,1094784
5806763,3,537,128,14583,1,128,128,68736
5806836,3,15,32,14584,2,40,29,480
5806893,3,2345,64,14585,2,80,58,150080
5806932,2,169,32,14586,2,40,29,5408
5806936,5,1627,512,14587,2,640,461,833024
5807355,2,650,128,14588,2,160,116,83200
5808327,4,646,128,14589,2,160,116,82688
5808565,5,1722,512,14590,2,640,461,881664
5808978,3,45,32,14591,2,40,29,1440
5809097,2,1332,128,14592,2,160,116,170496
5809211,2,2477,64,14593,2,80,58,158528
5809574,3,55,32,14594,2,40,29,1760
5810289,6,1638,512,14595,2,640,461,838656
5811601,3,5018,128,14596,2,160,116,642304
5811663,2,3255,64,14597,2,80,58,208320
5811931,5,1575,512,14598,1,512,512,806400
5811995,2,18,32,14599,2,40,29,576
5812001,2,1945,64,14600,1,64,64,124480
5812055,2,10,32,14601,1,32,32,320
5812072,2,18,32,14602,1,32,32,576
5812098,2,11,32,14603,2,40,29,352
5812156,2,3632,32,14604,1,32,32,116224
5812272,2,14,32,14605,1,32,32,448
5812294,2,10,32,14606,1,32,32,320
5812312,2,10,32,14607,2,40,29,320
5812499,3,48,32,14608,1,32,32,1536
5812545,2,15,32,14609,1,32,32,480
5812690,2,15,32,14610,1,32,32,480
5812907,2,15,32,14611,1,32,32,480
5812938,2,12,32,14612,2,40,29,384
5813089,3,1106,128,14613,1,128,128,141568
5813221,2,17,32,14614,2,40,29,544
5813508,6,1573,512,14615,2,640,461,805376
5813846,3,1007,32,14616,2,40,29,32224
5814887,3,2365,64,14617,2,80,58,151360
5815085,5,1641,512,14618,1,512,512,840192
5815343,2,32,32,14619,1,32,32,1024
5815816,3,21,32,14620,2,40,29,672
5815893,3,42,32,14621,2,40,29,1344
5816591,2,3343,128,14622,2,160,116,427904
5816729,5,1594,512,14623,2,640,461,816128
5817232,2,2420,64,14624,2,80,58,154880
5817650,3,497,256,14625,2,320,231,127232
5818326,5,1659,512,14626,2,640,461,849408
5818735,3,656,256,14627,2,320,231,167936
5819415,3,11340,256,14628,2,320,231,2903040
5819504,2,973,128,14629,2,160,116,124544
5819634,2,2369,64,14630,2,80,58,151616
5819924,4,6032,128,14631,2,160,116,772096
5819988,5,1576,512,14632,2,640,461,806912
5820526,3,838,128,14633,2,160,116,107264
5821387,3,3839,128,14634,2,160,116,491392
5821566,5,1646,512,14635,2,640,461,842752
5821970,2,2367,64,14636,2,80,58,151488
5823214,6,1575,512,14637,2,640,461,806400
5824304,2,2870,64,14638,2,80,58,183680
5824791,7,1593,512,14639,2,640,461,815616
5825305,3,364,64,14640,1,64,64,23296
5825759,3,19,32,14641,1,32,32,608
5825785,2,12,32,14642,2,40,29,384
5825851,2,142,64,14643,2,80,58,9088
5825925,2,3120,128,14644,1,128,128,399360
5826127,2,17,32,14645,2,40,29,544
5826176,3,277,64,14646,2,80,58,17728
5826288,3,32,128,14647,2,160,116,4096
5826389,5,1627,512,14648,2,640,461,833024
5826397,3,3688,64,14649,1,64,64,236032
5826403,2,14,32,14650,1,32,32,448
5826593,3,14,32,14651,2,40,29,448
5826670,2,928,64,14652,1,64,64,59392
5826743,2,16,32,14653,1,32,32,512
5826927,2,17,32,14654,1,32,32,544
5827092,2,16,32,14655,2,40,29,512
5827146,3,4896,64,14656,1,64,64,313344
5827200,3,15,32,14657,1,32,32,480
5827271,2,13,32,14658,1,32,32,416
5827367,2,16,32,14659,1,32,32,512
5827579,3,15,32,14660,1,32,32,480
5827603,2,11,32,14661,1,32,32,352
5827624,2,12,32,14662,1,32,32,384
5827722,2,17,32,14663,1,32,32,544
5827743,2,12,32,14664,1,32,32,384
5827760,2,16,32,14665,2,40,29,512
5827764,2,263,64,14666,1,64,64,16832
5827897,2,16,32,14667,1,32,32,512
5828014,2,16,32,14668,2,40,29,512
5828019,5,1572,512,14669,2,640,461,804864
5828054,2,994,64,14670,1,64,64,63616
5828134,2,13,32,14671,1,32,32,416
5828258,2,16,32,14672,1,32,32,512
5828415,3,16,32,14673,1,32,32,512
5828547,2,15,32,14674,1,32,32,480
5828574,2,12,32,14675,2,40,29,384
5829025,2,3304,128,14676,2,160,116,422912
5829077,2,598,64,14677,2,80,58,38272
5829593,5,1669,512,14678,2,640,461,854528
5829733,3,7363,64,14679,2,80,58,471232
5831264,6,1579,512,14680,2,640,461,808448
5831781,3,117,32,14681,2,40,29,3744
5832039,2,4993,64,14682,2,80,58,319552
5832104,3,79,32,14683,2,40,29,2528
5832295,2,3876,128,14684,2,160,116,496128
5832847,5,1625,512,14685,2,640,461,832000
5833501,3,4010,32,14686,2,40,29,128320
5833508,2,1838,128,14687,2,160,116,235264
5834199,1971,6693,512,14688,2,640,461,3426816
5834475,5,1579,512,14689,2,640,461,808448
5835117,2,23960,32,14690,2,40,29,766720
5836056,6,107,512,14691,2,640,461,54784
5836166,42586,6756,128,14692,2,160,116,864768
5837000,2,2478,64,14693,2,80,58,158592
5839452,3,1947,64,14694,2,80,58,124608
5840764,3,280,256,14695,2,320,231,71680
5841010,2,1569,32,14696,1,32,32,50208
5842682,2,21,32,14697,2,40,29,672
5843099,2,2226,32,14698,2,40,29,71232
5844187,2,3007,256,14699,2,320,231,769792
5847294,3,5619,256,14700,2,320,231,1438464
5849871,28892,2815,128,14701,2,160,116,360320
5850468,20,14173,128,14702,2,160,116,1814144
5853012,2,3284,256,14703,2,320,231,840704
5857684,2,660,256,14704,2,320,231,168960
5858610,4,245,256,14705,2,320,231,62720
5861923,16845,7937,128,14706,2,160,116,1015936
5862447,2,333,512,14707,2,640,461,170496
5862848,2,1774,256,14708,2,320,231,454144
5864630,157497,14381,128,14709,2,160,116,1840768
5864714,2,2063,256,14710,2,320,231,528128
5864893,2,2649,128,14711,2,160,116,339072
5868986,3,79,512,14712,2,640,461,40448
5869239,2,207,512,14713,2,640,461,105984
5869495,2,2402,512,14714,2,640,461,1229824
5870130,1765,5844,256,14715,2,320,231,1496064
5872324,5417,3705,512,14716,2,640,461,1896960
5885457,4,3715,32,14717,2,40,29,118880
5885483,5,5713,128,14718,2,160,116,731264
5886708,5,6940,128,14719,2,160,116,888320
5888696,5,6548,512,14720,1,512,512,3352576
5889416,3,30,32,14721,2,40,29,960
5889940,3,2767,32,14722,1,32,32,88544
5890987,3,37,32,14723,2,40,29,1184
5891173,2,5717,128,14724,1,128,128,731776
5891861,3,20,32,14725,1,32,32,640
5891984,2,16,32,14726,1,32,32,512
5892106,2,16,32,14727,1,32,32,512
5892237,2,17,32,14728,1,32,32,544
5892418,2,16,32,14729,1,32,32,512
5892538,3,17,32,14730,1,32,32,544
5892655,2,15,32,14731,1,32,32,480
5892858,4,14,32,14732,1,32,32,448
5892885,2,10,32,14733,1,32,32,320
5892901,2,10,32,14734,1,32,32,320
5892916,2,10,32,14735,2,40,29,320
5893217,3,51,32,14736,1,32,32,1632
5893331,2,13,32,14737,1,32,32,416
5893516,3,13,32,14738,2,40,29,416
5893546,2,231,32,14739,1,32,32,7392
5893655,2,16,32,14740,2,40,29,512
5893659,2,8547,128,14741,1,128,128,1094016
5893753,2,10,32,14742,1,32,32,320
5893776,4,10,32,14743,1,32,32,320
5893909,3,13,32,14744,1,32,32,416
5893929,2,10,32,14745,1,32,32,320
5894015,2,21,32,14746,2,40,29,672
5894030,3,4588,256,14747,1,256,256,1174528
5894041,2,9,32,14748,1,32,32,288
5894057,2,10,32,14749,1,32,32,320
5894073,2,11,32,14750,1,32,32,352
5894402,2,17,32,14751,1,32,32,544
5894426,2,10,32,14752,1,32,32,320
5894442,2,10,32,14753,2,40,29,320
5895234,17,5446,512,14754,2,640,461,2788352
5895695,2927,11219,256,14755,2,320,231,2872064
5895715,3,74,32,14756,2,40,29,2368
5896607,4,65,32,14757,2,40,29,2080
5896719,3,5126,128,14758,2,160,116,656128
5896862,2,7500,128,14759,2,160,116,960000
5897532,3166,2981,512,14760,2,640,461,1526272
5899203,2,64,32,14761,1,32,32,2048
5901052,3,27,32,14762,2,40,29,864
5901526,3,896,32,14763,2,40,29,28672
5901924,3,3768,64,14764,2,80,58,241152
5902210,3,7177,128,14765,1,128,128,918656
5902887,2,24,32,14766,2,40,29,768
5903744,2,5435,512,14767,2,640,461,2782720
5904338,3,5972,128,14768,2,160,116,764416
5905860,3,679,128,14769,2,160,116,86912
5906076,3767,5339,256,14770,2,320,231,1366784
5906784,3,202,64,14771,2,80,58,12928
5907038,3,220,64,14772,2,80,58,14080
5907225,4,148,32,14773,2,40,29,4736
5907358,3,62,32,14774,2,40,29,1984
5907811,2,107,32,14775,2,40,29,3424
5907939,4,97,32,14776,2,40,29,3104
5907957,3,385,32,14777,2,40,29,12320
5908066,3,306,64,14778,2,80,58,19584
5908592,2,759,32,14779,2,40,29,24288
5908769,3,368,64,14780,2,80,58,23552
5909092,2,568,32,14781,2,40,29,18176
5909198,3,1919,64,14782,2,80,58,122816
5909392,2,6994,128,14783,2,160,116,895232
5909403,0,35,128,14784,2,160,116,4480
5909926,2,62,32,14785,2,40,29,1984
5910293,3,5692,128,14786,2,160,116,728576
5910726,4,3707,32,14787,2,40,29,118624
5910744,378,1850,64,14788,2,80,58,118400
5913444,3,8540,64,14789,2,80,58,546560
5913522,1662,1807,256,14790,2,320,231,462592
5913573,2,4044,64,14791,2,80,58,258816
5914342,3,110,32,14792,2,40,29,3520
5914780,3,106,32,14793,2,40,29,3392
5915006,3,146,32,14794,1,32,32,4672
5915446,2,36,32,14795,2,40,29,1152
5915954,5,5779,128,14796,2,160,116,739712
5916391,2,7014,128,14797,2,160,116,897792
5917010,2,5310,256,14798,2,320,231,1359360
5917849,2,4262,64,14799,2,80,58,272768
5921166,4,282,64,14800,2,80,58,18048
5921560,4,549,64,14801,2,80,58,35136
5921608,2,1012,32,14802,2,40,29,32384
5921712,3,3755,128,14803,2,160,116,480640
5921935,388,22415,256,14804,2,320,231,5738240
5922212,2,130,64,14805,2,80,58,8320
5923137,2,131,64,14806,2,80,58,8384
5923579,2,158,64,14807,1,64,64,10112
5923770,2,26,32,14808,2,40,29,832
5925151,2,129,64,14809,2,80,58,8256
5925452,39707,5765,128,14810,2,160,116,737920
5926593,3,11749,32,14811,2,40,29,375968
5927242,3,172,64,14812,2,80,58,11008
5927328,3,645,32,14813,2,40,29,20640
5927335,3,80,64,14814,2,80,58,5120
5927374,3,606,32,14815,2,40,29,19392
5927446,3,2288,64,14816,2,80,58,146432
5928099,3,2633,32,14817,2,40,29,84256
5929711,3,2308,64,14818,2,80,58,147712
5932001,3,1310,64,14819,2,80,58,83840
5936958,3,1156,64,14820,2,80,58,73984
5937855,27316,7192,128,14821,2,160,116,920576
5938219,3,453,64,14822,2,80,58,28992
5938225,3,1284,32,14823,2,40,29,41088
5960798,5,2470,64,14824,2,80,58,158080
5963249,2,2341,64,14825,2,80,58,149824
5965565,2,2342,64,14826,2,80,58,149888
5967877,3,2736,64,14827,2,80,58,175104
5968168,4,11279,512,14828,2,640,461,5774848
5968367,4,523,32,14829,2,40,29,16736
5969314,7,7355,64,14830,2,80,58,470720
5970545,3,19,128,14831,2,160,116,2432
5970591,2,4290,64,14832,2,80,58,274560
5970843,4,181,32,14833,2,40,29,5792
5970878,3,1000,128,14834,2,160,116,128000
5970900,2,12432,128,14835,2,160,116,1591296
5971424,4,4740,32,14836,2,40,29,151680
5972368,11,1823,128,14837,2,160,116,233344
5972537,10,69,64,14838,2,80,58,4416
5972786,3,32,64,14839,2,80,58,2048
5972914,3,457,64,14840,2,80,58,29248
5972936,3,520,32,14841,2,40,29,16640
5973365,6,152,32,14842,2,40,29,4864
5973718,4,386,32,14843,2,40,29,12352
5973869,4,103,32,14844,2,40,29,3296
5974210,2,1116,64,14845,2,80,58,71424
5974392,4,486,32,14846,2,40,29,15552
5974856,4,3853,64,14847,2,80,58,246592
5975010,3,300,32,14848,2,40,29,9600
5975077,2,8696,128,14849,2,160,116,1113088
5975435,3,63,32,14850,2,40,29,2016
5975473,3,524,32,14851,2,40,29,16768
5975502,3,186,32,14852,2,40,29,5952
5975574,2,456,64,14853,2,80,58,29184
5976950,9,305,32,14854,2,40,29,9760
5977346,8,1470,32,14855,2,40,29,47040
5977923,9,275,32,14856,1,32,32,8800
5978103,4,18,32,14857,1,32,32,576
5978239,7,16,32,14858,2,40,29,512
5978250,4,129,32,14859,1,32,32,4128
5978267,3,10,32,14860,2,40,29,320
5978325,2,3614,64,14861,2,80,58,231296
5978424,4,50,32,14862,2,40,29,1600
5978467,3,62,64,14863,1,64,64,3968
5978536,3,28,32,14864,2,40,29,896
5978551,2,7993,128,14865,2,160,116,1023104
5978618,3,591,32,14866,2,40,29,18912
5978642,2,4945,64,14867,2,80,58,316480
5978715,10994,5546,128,14868,2,160,116,709888
5978798,3,93,32,14869,2,40,29,2976
5978904,3,80,32,14870,2,40,29,2560
5978984,10735,14762,128,14871,2,160,116,1889536
5979076,8,5895,32,14872,2,40,29,188640
5979137,3,10323,64,14873,2,80,58,660672
5979624,9,7144,512,14874,2,640,461,3657728
5979952,14,1438,32,14875,2,40,29,46016
5980294,23,370,64,14876,2,80,58,23680
5980877,6,54,32,14877,2,40,29,1728
5980959,4,66,32,14878,1,32,32,2112
5981186,7,25,32,14879,2,40,29,800
5981437,4,40,32,14880,1,32,32,1280
5981516,6,24,32,14881,2,40,29,768
5981538,3,38,32,14882,2,40,29,1216
5981569,117357,6014,128,14883,2,160,116,769792
5981573,3,110,32,14884,2,40,29,3520
5981764,3,47,32,14885,2,40,29,1504
5981961,3,47,32,14886,2,40,29,1504
5982025,4,243,32,14887,1,32,32,7776
5982055,4,28,32,14888,2,40,29,896
5982209,9,48,32,14889,2,40,29,1536
5982423,5,298,128,14890,2,160,116,38144
5982605,4,57,32,14891,2,40,29,1824
5982781,3,3992,256,14892,2,320,231,1021952
5982819,8,2241,128,14893,2,160,116,286848
5982831,5,50,32,14894,2,40,29,1600
5982928,5,79,32,14895,2,40,29,2528
5983267,6615,2775,128,14896,2,160,116,355200
5983442,9,69,32,14897,2,40,29,2208
5983549,6174,4777,64,14898,2,80,58,305728
5983587,4,91,32,14899,2,40,29,2912
5983753,4,91,32,14900,2,40,29,2912
5983779,5955,3262,128,14901,2,160,116,417536
5983900,3,2110,64,14902,2,80,58,135040
5984246,4,122,32,14903,2,40,29,3904
5984327,3,50,32,14904,2,40,29,1600
5984443,3,108,32,14905,2,40,29,3456
5984548,4,86,32,14906,2,40,29,2752
5984830,9,105,32,14907,2,40,29,3360
5985827,8,788,32,14908,1,32,32,25216
5986179,5,32,32,14909,2,40,29,1024
5986364,3,3261,32,14910,2,40,29,104352
5986425,3465,1192,128,14911,2,160,116,152576
5986879,2868,598,32,14912,2,40,29,19136
5987824,1928,2981,64,14913,2,80,58,190784
5989672,27,2109,256,14914,2,320,231,539904
5989887,14,5605,64,14915,2,80,58,358720
5989986,4,2653,32,14916,2,40,29,84896
5990443,4,4649,512,14917,2,640,461,2380288
5990573,3,4708,64,14918,2,80,58,301312
5990727,3,427,128,14919,2,160,116,54656
5991135,4,67,128,14920,2,160,116,8576
5991192,15,1898,128,14921,2,160,116,242944
5991294,5,4003,32,14922,2,40,29,128096
5991793,3,5387,128,14923,2,160,116,689536
5991968,6,224,256,14924,2,320,231,57344
5992184,16,126,256,14925,2,320,231,32256
5992726,9,333,32,14926,2,40,29,10656
5992743,2,1116,64,14927,2,80,58,71424
5992951,4,8414,32,14928,2,40,29,269248
5993037,4,3001,256,14929,2,320,231,768256
5993245,4,611,32,14930,2,40,29,19552
5993266,3,2951,128,14931,2,160,116,377728
5993426,2618,69,256,14932,2,320,231,17664
5993654,3,1477,128,14933,2,160,116,189056
5993752,38,13327,128,14934,2,160,116,1705856
5993919,5,403,32,14935,2,40,29,12896
5994087,4,109,32,14936,2,40,29,3488
5994289,3,93,32,14937,2,40,29,2976
5994482,2,2700,64,14938,2,80,58,172800
5994488,4,79,32,14939,2,40,29,2528
5994531,3,1317,32,14940,2,40,29,42144
5994668,3,5265,32,14941,2,40,29,168480
5994686,3,354,32,14942,2,40,29,11328
5995076,22,35,512,14943,2,640,461,17920
5995207,4,160,32,14944,2,40,29,5120
5995393,7,30,512,14945,2,640,461,15360
5995412,4,60,32,14946,2,40,29,1920
5995499,3,1246,128,14947,2,160,116,159488
5995914,4,117,32,14948,2,40,29,3744
5996135,5,100,32,14949,2,40,29,3200
5996265,10,337,64,14950,2,80,58,21568
5996281,3,60,32,14951,2,40,29,1920
5996445,4,62,32,14952,2,40,29,1984
5996473,31,59,32,14953,2,40,29,1888
5996575,4,273,32,14954,2,40,29,8736
5996708,3,217,32,14955,2,40,29,6944
5996812,2,224,256,14956,2,320,231,57344
5997003,7,156,512,14957,2,640,461,79872
5997066,6,950,128,14958,2,160,116,121600
5997092,7,287,32,14959,2,40,29,9184
5997107,12,28,256,14960,2,320,231,7168
5997173,3,2435,64,14961,2,80,58,155840
5997179,6,10762,128,14962,2,160,116,1377536
5997472,10,1085,32,14963,2,40,29,34720
5997503,3,217,32,14964,2,40,29,6944
5997573,5,136,256,14965,2,320,231,34816
5997767,11,120,32,14966,2,40,29,3840
5997821,3,732,32,14967,2,40,29,23424
5997857,3,1387,32,14968,2,40,29,44384
5997987,2,27,256,14969,2,320,231,6912
5998086,2,104,256,14970,2,320,231,26624
5998091,3,912,32,14971,2,40,29,29184
5998195,3,239,256,14972,2,320,231,61184
5998316,3,783,128,14973,2,160,116,100224
5998370,4,445,32,14974,2,40,29,14240
5998560,4,77,32,14975,2,40,29,2464
5998737,4,26,256,14976,2,320,231,6656
5999312,9,75,32,14977,2,40,29,2400
5999419,3,24,256,14978,2,320,231,6144
5999545,3,2338,64,14979,2,80,58,149632
5999678,3,402,256,14980,2,320,231,102912
5999710,4,53,32,14981,2,40,29,1696
6000276,8147,24964,512,14982,2,640,461,12781568
6000496,4,547,32,14983,2,40,29,17504
6000513,3,433,32,14984,2,40,29,13856
6000527,4,2075,32,14985,2,40,29,66400
6000579,3,131,128,14986,2,160,116,16768
6000759,7,21360,128,14987,2,160,116,2734080
6001040,2,20,256,14988,2,320,231,5120
6001068,2,25,256,14989,2,320,231,6400
6001152,4,350,32,14990,2,40,29,11200
6001186,3,347,32,14991,2,40,29,11104
6001194,3,409,32,14992,2,40,29,13088
6001229,4,52,32,14993,2,40,29,1664
6001355,2,134,256,14994,2,320,231,34304
6001435,4,347,32,14995,2,40,29,11104
6001547,3,18,256,14996,2,320,231,4608
6001752,3,54,32,14997,2,40,29,1728
6001820,3,2280,64,14998,2,80,58,145920
6001953,2,17,256,14999,2,320,231,4352
6002062,5,62,32,15000,2,40,29,1984
6002305,2,131,32,15001,1,32,32,4192
6002358,4,37,32,15002,2,40,29,1184
6002964,6,109,32,15003,2,40,29,3488
6002977,2,100,256,15004,2,320,231,25600
6003069,6,46,32,15005,2,40,29,1472
6003200,4,53,32,15006,2,40,29,1696
6003553,3,17,256,15007,2,320,231,4352
6004033,3,66,32,15008,2,40,29,2112
6004044,2,3059,64,15009,1,64,64,195776
6004203,3,37,32,15010,2,40,29,1184
6004474,2,756,256,15011,2,320,231,193536
6004563,4,57,32,15012,2,40,29,1824
6004777,3,1150,64,15013,2,80,58,73600
6004993,5,67,32,15014,2,40,29,2144
6005167,3,67,64,15015,2,80,58,4288
6005268,5,430,64,15016,2,80,58,27520
6005428,2985,3989,32,15017,2,40,29,127648
6005623,2,952,256,15018,2,320,231,243712
6005729,3,807,128,15019,2,160,116,103296
6005942,2,16181,128,15020,2,160,116,2071168
6005955,0,22,128,15021,2,160,116,2816
6006044,4,3994,32,15022,2,40,29,127808
6006570,3,411,128,15023,2,160,116,52608
6006919,5,90,256,15024,2,320,231,23040
6007011,5,652,256,15025,2,320,231,166912
6007039,4,1607,64,15026,2,80,58,102848
6007121,3,13323,128,15027,2,160,116,1705344
6007938,6,11465,128,15028,2,160,116,1467520
6008046,3,735,256,15029,1,256,256,188160
6008781,4,26,32,15030,2,40,29,832
6008902,3,249,256,15031,2,320,231,63744
6009373,11,244,32,15032,2,40,29,7808
6009931,3,19,256,15033,2,320,231,4864
6010224,3,225,32,15034,2,40,29,7200
6010306,45,17,256,15035,2,320,231,4352
6010520,3,5494,256,15036,2,320,231,1406464
6010531,0,36,256,15037,1,256,256,9216
6011179,2,34,32,15038,2,40,29,1088
6011208,3,45,64,15039,2,80,58,2880
6011308,3,38,64,15040,1,64,64,2432
6011604,3,34,32,15041,2,40,29,1088
6011684,2,156,32,15042,2,40,29,4992
6011696,0,59,32,15043,2,40,29,1888
6012328,3,773,32,15044,2,40,29,24736
6013029,3,2093,32,15045,1,32,32,66976
6013927,23253,28,32,15046,2,40,29,896
6015651,3,98,32,15047,2,40,29,3136
6016293,5,52,32,15048,2,40,29,1664
6016788,2,92,32,15049,1,32,32,2944
6017986,2,34,32,15050,2,40,29,1088
6018150,2,161,32,15051,2,40,29,5152
6018431,3,155,32,15052,2,40,29,4960
6018444,0,59,32,15053,2,40,29,1888
6018652,2,90,32,15054,2,40,29,2880
6019345,32298,9286,128,15055,1,128,128,1188608
6019432,3,37,32,15056,1,32,32,1184
6019872,3,33,32,15057,1,32,32,1056
6020382,2,26,32,15058,2,40,29,832
6020451,31203,11820,128,15059,1,128,128,1512960
6020745,2,24,32,15060,2,40,29,768
6020966,3,29,256,15061,1,256,256,7424
6021022,4,22,32,15062,1,32,32,704
6021100,2,25,32,15063,1,32,32,800
6021257,3,18,32,15064,2,40,29,576
6021421,2,86,32,15065,1,32,32,2752
6021712,2,25,32,15066,1,32,32,800
6021829,3,22,32,15067,1,32,32,704
6022041,2,21,32,15068,1,32,32,672
6022141,5,23,32,15069,1,32,32,736
6022236,3,18,32,15070,2,40,29,576
6022743,3,4612,64,15071,2,80,58,295168
6023891,4,7019,256,15072,2,320,231,1796864
6030907,10,7040,256,15073,2,320,231,1802240
6036444,65,14365,128,15074,2,160,116,1838720
6037955,6,7003,256,15075,2,320,231,1792768
6044958,10,7049,256,15076,2,320,231,1804544
6047346,3,2479,64,15077,2,80,58,158656
6049760,3,4223,64,15078,2,80,58,270272
6050301,2,9262,64,15079,2,80,58,592768
6050671,4,42,512,15080,2,640,461,21504
6050812,54375,14393,128,15081,2,160,116,1842304
6050875,3,59,512,15082,2,640,461,30208
6051509,4,7233,512,15083,2,640,461,3703296
6052014,5,7083,256,15084,2,320,231,1813248
6053174,3,1061,128,15085,2,160,116,135808
6053918,3,5298,64,15086,2,80,58,339072
6054272,3,6934,32,15087,2,40,29,221888
6054893,3,6004,128,15088,2,160,116,768512
6056606,7,2979,64,15089,2,80,58,190656
6056659,3,74,32,15090,2,40,29,2368
6056704,3,16422,128,15091,2,160,116,2102016
6056872,6,4131,32,15092,2,40,29,132192
6057053,7,16482,128,15093,2,160,116,2109696
6057272,26,7911,64,15094,2,80,58,506304
6057413,20,101,32,15095,2,40,29,3232
6057825,7,107,32,15096,2,40,29,3424
6058170,9,167,32,15097,2,40,29,5344
6058554,8,442,32,15098,2,40,29,14144
6058581,3,265,32,15099,2,40,29,8480
6058723,25,2499,512,15100,2,640,461,1279488
6058885,681,6151,64,15101,2,80,58,393664
6059085,4,322,32,15102,2,40,29,10304
6059098,6,7062,256,15103,2,320,231,1807872
6059198,3,6058,64,15104,2,80,58,387712
6059299,6,259,32,15105,2,40,29,8288
6059445,6,157,32,15106,2,40,29,5024
